Date,Headline,BERT_Sentiment,Sentiment_score
2007-02-27,april gold at $664 in electronic trade after $687.20 close,negative,-1
2008-07-17,"re edges higher as oil retreats, gold dips on poor demand",negative,-1
2017-11-30,"Gold ends at a more than 1-week low, but notches slight monthly gain",negative,-1
2006-06-01,"august gold taps a low of $625.70/oz, its lowest in 6 weeks",negative,-1
2017-03-15,Gold climbs in electronic trading after Fed decision to raise interest rates,positive,1
2015-11-12,"december gold closes $3.90, or 0.4%, lower at $1,081/oz",negative,-1
2009-03-02,stock doom and gold boom,neutral,0
2017-01-09,Gold prices settle at highest level in nearly 6 weeks,positive,1
2005-08-26,dec gold rises 30c to $443.40/oz in morning ny trade,positive,1
2017-02-16,Gold futures mark highest settlement since Nov. 10,positive,1
2005-08-09,amex gold bugs index up 0.1% at 203.14,positive,1
2017-10-10,mcx to launch options trading in gold on dhanteras; stock down,neutral,0
2017-09-01,"Gold prices climb 2.5% for the week, settle at highest since late September",positive,1
2016-10-21,Gold futures post a roughly 1% gain for the week,positive,1
2018-04-04,"gold bears keep the market below the $1,350 resistance as risk appetite returns",negative,-1
2018-11-21,"gold ends at a 2-week high, turns higher week to date",positive,1
2018-10-24,"Gold prices inch up amid international economic, political worries",positive,1
2017-08-23,"Gold gets a boost from U.S. dollar, equities weakness",positive,1
2011-12-01,inflation-indexed bonds can bolster the rupee by lowering imports of gold,positive,1
2010-06-21,gold stumbles 1.4% off friday's record high,negative,-1
2015-07-22,gold futures down 10 sessions in a row,negative,-1
2018-05-28,"Gold tumbles by Rs 405 per 10 gm on weak global cues, lower demand",negative,-1
2018-02-28,gold suffers first monthly loss since october,negative,-1
2004-03-09,gold futures edge up,positive,1
2018-08-22,russia is stockpiling gold as fresh us sanctions loom,negative,-1
2007-10-04,"around 1,500 workers rescued from gold mine: report",negative,-1
2015-11-02,Gold dips to 4-week low on US rate hike fears,negative,-1
2011-10-12,"gold rises to rs 27,190,silver adds rs 700 on firm global cues",positive,1
2018-10-24,$1240 : gold prices fighting to break out,neutral,0
2010-04-22,gold futures retain losses after economic data,negative,-1
2018-07-09,charts : gold firms off the bottom of the box,negative,-1
2005-01-18,feb gold falls 80c to $422.20/oz in morning ny trade,negative,-1
2018-04-24,"Gold edges up, but safe-haven demand begins to fade",positive,1
2013-04-04,gold falls to 10-month low on weaker equities,negative,-1
2011-04-26,"gold, silver weigh on canadian stocks",negative,-1
2017-09-04,"gold, silver trade higher on rising geo-political unrest",positive,1
2004-07-30,aug gold up $3.70 at $390.70/oz in new york,positive,1
2014-04-14,"Gold gains on escalating Ukraine unease, shrugs off U.S. data",negative,-1
2014-03-25,"Gold, silver edge higher ahead of U.S. housing, confidence data",positive,1
2015-02-19,gold posts modest early gains in asia as investors eye greece bailout,positive,1
2011-10-06,Dip in gold prices pushes up sales,positive,1
2017-08-09,Gold logs best daily gain in 3 months on heightened geopolitical tensions,positive,1
2010-10-26,gold futures rise 0.21 pc on global cues,positive,1
2005-11-10,marshall & ilsley to pay $700m for gold banc,neutral,0
2011-08-29,gold climbs on value-store demand as bernanke offers no boost,positive,1
2017-12-20,"bitcoin mining is costly, just like gold mining",neutral,0
2018-12-03,"feb. gold climbs $13.60, or 1.1%, to settle at $1,239.60/oz",positive,1
2014-09-22,Gold gains as soft U.S. housing sales halt greenback's rally,negative,-1
2005-12-09,gold tops $534 to mark an over 24-year high,positive,1
2008-02-27,april gold up $12.30 at $961.20 an ounce on nymex,positive,1
2006-09-01,dec. gold falls $3.90 to $630.30 in morning trading,negative,-1
2012-05-25,"experts bearish on gold, recommend buying crude and copper",neutral,0
2006-02-24,april gold taps a two-week high of $559.20/oz,positive,1
2011-03-02,gold prices settle at record high,positive,1
2014-06-27,"aug. gold up $3, or 0.2%, to settle at $1,320/oz",positive,1
2015-03-01,gold gains in asia as low-interest rate outlook offers support,positive,1
2016-10-19,Why gold will rise no matter who becomes the next U.S. president,neutral,0
2013-07-03,"expect mixed trend in gold, silver: angel commodities",neutral,0
2005-06-29,eldorado gold names new chief operating officer,neutral,0
2011-08-09,"gold settles at record $1,743 an ounce",neutral,0
2017-02-15,Gold futures score first gain in 5 sessions,positive,1
2013-09-21,"gold, silver extend losses on sustained selling, global cues",negative,-1
2015-01-23,"gold slides $8.10 to settle at $1,292.60/oz",negative,-1
2009-10-21,"gold, other metals close higher as dollar drops",positive,1
2017-02-07,gold to trade in 28851-29391 range: achiievers equities,neutral,0
2011-11-14,gold declines on reduced european debt concern,negative,-1
2017-05-05,"Gold up on safe-haven bid, but on track for worst week since November",negative,-1
2013-02-15,"gold prices down by rs 100 on sustained selling, weak global cues",negative,-1
2010-08-24,gold futures decline on lower global trend,negative,-1
2018-08-01,Gold comes under pressure from US tariff reports,negative,-1
2018-12-14,offshore gold storage,neutral,0
2005-09-19,"gold futures rally, near 18-year high",positive,1
2015-04-13,"june gold down $5.30, or 0.4%, to settle at $1,199.30/oz on comex",negative,-1
2005-07-11,"gold futures top $426 on dollar, terror",positive,1
2018-01-16,world gold council spots trends that'll be gold's 2018 friends,neutral,0
2010-12-22,"gold, copper fall before u.s. data",negative,-1
2016-05-04,gold hovers below 15-month peak as dollar firms on us rate talk,negative,-1
2013-01-08,gold futures rebound after three-session drop,negative,-1
2006-12-12,feb. gold falls $1.20 to $633.60/oz in ny,negative,-1
2005-07-12,gold atop $427 at one-week high,positive,1
2018-10-09,charts : gold's safe haven fades - double bottom pattern plays,neutral,0
2010-05-10,gold trims losses on inflationary concerns,positive,1
2017-10-25,Your 401(k) plan could be a gold mine if you do these two simple things,neutral,0
2018-09-14,Gold Rate Today: Gold prices sizzle as dollar falters,negative,-1
2017-07-18,"Gold futures jump to Rs 28,328 per 10 gm",positive,1
2012-03-01,gold soars to 3-month high in london,positive,1
2017-12-08,gold inches up after slumping to over 4-month low,positive,1
2003-02-18,"april gold closes down $7.90 at $344.30, a 2-month low",negative,-1
2017-08-10,Gold ends at 2-month high as North Korea tension lifts haven assets,negative,-1
2010-12-22,"gold, silver prices decline",neutral,0
2010-11-04,"december gold rallies $41, or 3.1%, to $1,378.60",positive,1
2015-11-04,gold futures gain rs 124 on global cues,positive,1
2003-07-23,philadelphia gold & silver index rises 3.8%,positive,1
2014-04-09,Gold prices holding near 2-week highs,positive,1
2016-03-01,gold trades near session lows as u.s. stock indexes climb,negative,-1
2016-01-06,gold prices hold gains after better-than-expected adp jobs report,positive,1
2015-02-10,"Gold futures down at Rs 26,892 per 10 gm",negative,-1
2003-01-16,"gold touches $359, nears 6-yr high",positive,1
2017-12-28,gold notches sixth consecutive gain as dollar adds to losses,positive,1
2004-05-21,gold futures close up nearly $8 for the week,positive,1
2006-04-05,"gold, silver prices climb; copper futures at all-time high",positive,1
2011-11-22,"How to play rupee, gold, crude now? Nirmal Bang guides",neutral,0
2010-11-12,"gold loses more than $30, trades at $1,372.90",negative,-1
2018-03-23,gold surges above $1350 as dollar hits trade-war lows,negative,-1
2015-07-23,"Gold futures regain Rs 25,000-level on global cues",positive,1
2016-09-30,"December gold up $1.40, or 0.1%, at $1,327.40",positive,1
2011-03-04,"gold settles 0.9% higher at $1,428.60 an ounce",positive,1
2014-07-31,gold extends losses to shed 3.1% in july,negative,-1
2003-10-27,metals mining shares defy gold price weakness,neutral,0
2013-01-22,hike in import duty could encourage gold smuggling: nsel,negative,-1
2012-08-07,gold increases on speculation a weaker dollar will spur demand,negative,-1
2003-01-14,gold falls as stock market climbs,negative,-1
2017-08-17,Gold lifted by haven demand; palladium logs 16-year high,positive,1
2016-04-29,Gold jumps to 7-week high on dollar slump; silver at 15-month top,positive,1
2006-07-05,"cboe gold index defies metals price rise, falls 2.9%",negative,-1
2018-09-19,"Commodity outlook: Gold's run-up may hit a bump at Rs 30,900",positive,1
2016-01-25,MMTC offers Indian gold coins for sale,neutral,0
2000-09-07,palladium rallies as gold falls,positive,1
2018-11-30,government puts gold dore imports under restricted category,neutral,0
2009-01-07,"feb. gold ends down $24.30, or 2.8%, at $841.70 an ounce",negative,-1
2012-03-14,"gold plunges on global sell-off, silver falls",negative,-1
2017-10-26,"Gold down after weekly jobless claims, trade reports",negative,-1
2010-10-08,gold futures rise after u.s. jobs report,negative,-1
2010-02-10,gold slips as delay in greece aid plan lifts dollar,negative,-1
2014-11-30,No new curbs on gold imports for now',neutral,0
2011-10-24,Hedging policy: Shield gold retailers from price volatility,neutral,0
2018-11-29,Gold firms up as dollar sags on dovish comments from Fed Chairman,negative,-1
2017-08-31,Gold inches lower as dollar gains on strong US economic data,negative,-1
2011-10-03,mcx gold oct contract gains nearly 2%,positive,1
2007-08-24,dec. gold closes at its highest level since aug. 15,positive,1
2006-10-03,falling oil price erodes gold's appeal in asia,negative,-1
2017-11-22,"Dec. gold gains $10.50, or 0.8%, to settle at $1,292.20/oz",positive,1
2016-08-22,Gold futures settle lower for a second straight session,negative,-1
2013-09-27,Govt's policy on gold spawning grey market',neutral,0
2018-07-17,gold is still dazzling market timers - and that's bearish,neutral,0
2013-04-15,"gold crashes to 15-month low of rs 27,600",negative,-1
2014-10-09,"gold jumps $19.30 to settle at $1,225.30/oz",positive,1
2014-08-26,"gold settles up $6.30, or 0.5%, at $1,285.20/oz",positive,1
2014-08-12,Gold prices ease in Asia as market looks for fresh cues on demand,positive,1
2017-06-27,"August gold climbs $3, or 0.2%, to $1,249.40/oz after highs above $1,253",positive,1
2008-05-27,"june gold finishes at $907.90/oz, down $17.90, or 1.9%",negative,-1
2013-12-20,More pounding in store for Gold,neutral,0
2007-09-10,"gold futures close higher, up more than $2",positive,1
2013-03-13,buy mcx gold at rs 29350: emkay,neutral,0
2015-11-12,"gold ends lower, tracking longest weekly losing streak since june",negative,-1
2017-06-12,Gold marks 4th-straight session loss; palladium ends at lowest since 2014,negative,-1
2017-04-21,Gold's climb for the session erases its weekly loss,negative,-1
2014-03-26,"gold rebounds from 6-week low on technical buying, u.s. data in focus",negative,-1
2015-10-22,gold futures trade near 1-week low ahead of u.s. economic reports,negative,-1
2018-08-31,"gold ends higher, but suffers longest stretch of monthly declines in more than 5 years",negative,-1
2007-08-14,december gold down 60 cents at $680.30 an ounce on nymex,negative,-1
2010-03-18,"gold futures down $2.80 at $1,121.40 an ounce",negative,-1
2018-01-08,dubai : vat and higher prices suck glitter out of gold,negative,-1
2018-04-20,Gold prices inch down as global political tensions ease,negative,-1
2009-09-08,"gold ends below $1,000",neutral,0
2016-09-12,Gold futures mark fourth straight down session,negative,-1
2017-10-31,"gold prices steady, central banks in focus",neutral,0
2018-11-20,"Gold Rate Today: Gold, sliver lose shine on tepid global cues",negative,-1
2018-03-21,"debt, defaults and bankruptcies to see higher gold",positive,1
2016-09-22,"December gold rises $9.60, or 0.7%, at $1,341/oz.",positive,1
2014-10-13,gold prices rebound in early asia with focus on dollar,positive,1
2008-01-07,merrill lynch forecasts gold between $700-$900/ounce in 2008,neutral,0
2015-06-30,Gold prices ease in Asia as markets await next act in Greece drama,negative,-1
2015-01-05,"gold prices dip in asia with euro, greece political turmoil eyed",negative,-1
2006-04-06,june gold up $7.10 to $599.60/oz in last half hr of trade,positive,1
2018-02-12,gold price bounce may unravel on us infrastructure plan,negative,-1
2013-08-30,"gold, oil: syria is playing a small, tenuous role",neutral,0
2010-07-27,"gold adds to loss after consumer gauge, oil lower",negative,-1
2017-05-03,"June gold at $1,251.40/oz in electronic trade, up from $1,248.50 settlement",positive,1
2009-05-24,spot gold prices up 30 cents at $956.80/troy ounce,positive,1
2016-10-13,"Gold futures rise to Rs 29,889 per 10 gm",positive,1
2008-04-30,june gold up $1.80 at $866.90 an ounce after fed cuts rates,positive,1
2008-10-08,gold sales yet to gain last year's sparkle,positive,1
2013-04-15,"gold extends losses, down $64.70 to $1,436.30 oz",negative,-1
2017-05-15,Gold ends at a nearly 2-week high as tensions over North Korea rise,negative,-1
2017-09-14,Gold extends losses after economic reports,negative,-1
2010-10-24,gold-miner etf fails to break 2008 peak,negative,-1
2015-12-14,gold edges lower as markets prepare for fed rate hike,negative,-1
2017-02-14,gold futures pare gains as traders weigh comments from fed officials,negative,-1
2013-04-15,Gold prices crash on global meltdown,negative,-1
2013-04-04,"gold, silver hit new lows on selling pressure, global trend",negative,-1
2003-11-17,gold futures close near one-week low,negative,-1
2003-11-06,gold prices fall after two-session climb,negative,-1
2017-12-07,google : 'buy bitcoin' is lighting up google as cryptocurrency outshines gold,positive,1
2019-01-02,south korea : dge launches digital gold exchange and crypto exchange,neutral,0
2017-01-11,Gold futures mark highest finish since Nov. 22,positive,1
2005-08-05,"dec gold closes at $442.80/oz, down 90c for the session",negative,-1
2008-02-01,april gold down $9.20 at $918.80 an ounce on nymex,negative,-1
2018-09-14,morgan stanley : a 'rare' call to buy some gold,neutral,0
2017-08-01,"December gold 0.1% lower at $1,272.50/oz.",negative,-1
2017-04-12,Gold prices settle higher for a second straight session,positive,1
2016-09-16,Gold set for first weekly loss in three as investors seek riskier assets,negative,-1
2013-09-04,"gold drops below $1,400, ends near two week low",negative,-1
2014-12-18,mcx goldpetal january contract rises,neutral,0
2017-09-29,"Gold prices fall for the month, but gain for the quarter",negative,-1
2005-08-15,gold closes almost $4 lower; copper taps another record,negative,-1
2017-11-22,"commerzbank : china, russia, india gold imports from switzerland advance",neutral,0
2018-12-14,mining : gold supply to increase 2.2% for 2018 - refinitiv,positive,1
2008-10-13,gold futures extend fall on government rescue plans,negative,-1
2006-07-08,"gold mirrors global trend, gains over rs 100 in city",positive,1
2017-09-25,gold futures slide 0.22% on weak global pointers,negative,-1
2017-01-04,Gold inches up as physical demand offsets stronger dollar,positive,1
2017-02-28,Gold futures pare loss as ICE U.S. Dollar Index falls to session lows,negative,-1
2011-02-24,"silver vaults to rs 50k tag, gold conquers fresh highs",positive,1
2017-10-16,"volatility keeping gold prices in check; commodity may soon fall towards rs 28,000",negative,-1
2013-04-12,"Gold tanks on heavy sell-off, ends below 29k",negative,-1
2016-07-13,"Gold futures rise to Rs 31,180 per 10 gram",positive,1
2012-12-18,"Gold futures up at Rs 31,834 on global cues",positive,1
2015-12-22,gold falls to session lows after u.s. gdp report,negative,-1
2017-08-14,gold slips as dollar steadies; n. korea headlines in focus,negative,-1
2002-12-13,gold backers -- finally -- in nirvana,neutral,0
2015-12-17,Gold dips in choppy trade after Fed rate hike,negative,-1
2004-08-27,dec gold down $2.80 at $406.80/oz in ny,negative,-1
2012-11-05,"gold gains rs 130 to rs 31,080, silver rs 200 on low-level buying",positive,1
2017-07-07,"August gold down $13.60, or 1.1%, to end at $1,209.70/oz for the session",negative,-1
2014-12-09,"Gold futures surge to Rs 26,618 per 10 gm",positive,1
2017-05-23,"june gold settles at $1,255.50/oz, down $5.90, or 0.5%",negative,-1
2014-08-21,"Gold prices gain in Asia on bargain hunting, Yellen speech awaited",neutral,0
2010-02-23,gold inches down as dollar gains,negative,-1
2010-07-21,"gold closes virtually flat at $1,191.80/oz",negative,-1
2011-11-21,"gold gains on global cues, silver falls on sluggish demand",positive,1
2018-01-02,Gold hits over 3-month high on strong technicals,positive,1
2014-08-14,Gold edges higher ahead of U.S. jobless claims report,positive,1
2006-04-24,gold prices rise during trade,neutral,0
2015-02-03,sell mcx gold april; target of rs 27440/27230: karvy,neutral,0
2006-01-10,gold futures fall from quarter-century high,negative,-1
2011-07-18,"gold futures rise above $1,600 an ounce",positive,1
2014-06-18,Gold hub Switzerland is a net importer,neutral,0
2018-03-05,karatbank : revolution or scam? company creates cryptocurrency bound to actual gold,neutral,0
2013-08-30,india raises margins on gold futures: fmc,positive,1
2017-03-28,"Gold prices mark a loss as U.S. equities, dollar gain ground",negative,-1
2013-01-25,"gold falls a third session, down 1.8% on week",negative,-1
2015-06-29,gold futures settle at highest level in a week,positive,1
2012-04-10,"gold outlook:  angel advises to buy, emkay says sell",positive,1
2012-10-27,gold rebounds after us gdp but set for weekly loss,negative,-1
2006-09-13,gold futures close up $2 at $596.30 an ounce,positive,1
2015-06-08,"Gold prices gain as China reports weaker prices, copper down",negative,-1
2006-05-23,gold gains $16; copper ends 12% higher,positive,1
2008-10-01,"dec. gold ends up $6.50, or 0.7%, at $887.30 an ounce",positive,1
2016-10-05,"Gold pares some gains after ISM services, factory orders data",positive,1
2017-04-18,gold trades lower in early trade on profit booking; brokerages bullish,negative,-1
2017-04-26,"Gold pares loss, oil holds gains as Trump administration announces its tax plan",positive,1
2016-09-22,gold to trade in 30698-31492 range: achiievers equities,neutral,0
2018-01-23,3 trends that could push gold higher in 2018,positive,1
2015-08-11,gold jumps to 3 week high,positive,1
2012-10-03,mangal keshav positive on gold; expects rally above usd1803,positive,1
2016-04-27,all that glitters isn't gold. it's silver,neutral,0
2018-10-12,ig : gold trading strategies: how to trade gold,neutral,0
2009-04-30,spot gold prices slip $0.10 to $886.10/troy ounce,negative,-1
2013-05-06,gold futures recoup friday's loss on comex,negative,-1
2018-03-20,"april gold falls $5.90, or 0.5%, to settle at $1,311.90/oz",negative,-1
2014-08-20,"Gold, copper prices dip as HSBC flash PMI falls sharply in August",negative,-1
2017-09-20,"gold gets a leg-up on festive demand, prices climb",neutral,0
2018-06-18,"Gold plunges Rs 335, silver falls below Rs 41K-mark",negative,-1
2016-10-28,"December gold $4.30, or 0.3%, lower at $1,265.10/oz.",negative,-1
2012-05-04,"gold ends higher, but loses 1.2% on week",negative,-1
2014-08-08,"december gold down $4.70 at $1,307.80 an ounce",negative,-1
2011-05-16,"june gold rises $4.40 to $1,498/oz in ny",positive,1
2012-05-14,"buried treasure: a $34,500 gold coffin",neutral,0
2014-08-29,"gold remains lower after personal income, consumption data",negative,-1
2017-11-17,"gold rate today: gold, silver down in early trade",negative,-1
2015-01-13,barclays expects gold to hit new low as fed plans rate hike,positive,1
2018-01-04,"Gold falls to Rs 30,365; silver down by Rs 210 per kg",negative,-1
2018-10-01,us mint american eagle gold coin sales fall 4.7 pct in september,negative,-1
2011-01-19,gold ends modestly higher on weaker dollar,positive,1
2017-09-25,"gold falls as dollar firms, n.korea worries ease",negative,-1
2016-09-01,Gold turns higher after data show fall in August ISM manufacturing index,negative,-1
2009-11-10,"gold futures up 90c at $1,102.20 an ounce",positive,1
2017-04-18,Gold holds loss after March industrial-production report,negative,-1
2018-04-04,Gold gains as worsening Sino-US trade tensions dent risk appetite,negative,-1
2014-03-28,gold futures near 1-1/2 month lows on u.s. optimism,negative,-1
2016-04-27,"gold holds near $1,250, oil extends gains after fed announcement",positive,1
2012-03-16,Gold jewellery prices to go up; demand seen depressed,positive,1
2017-11-01,"Gold prices rise 0.5% to $1,276.70 an ounce",positive,1
2017-07-10,next tranche of sovereign gold bonds opens: here's all you need to know,neutral,0
2014-06-17,"Gold down 1% after U.S. data, Fed meeting in focus",negative,-1
2004-08-31,"spot gold bid at $408.40 an ounce, up 80c",positive,1
2017-07-26,"Gold ends at 1-week low, then inches higher in electronic trade after Fed statement",negative,-1
2014-10-03,Gold futures hover near 10-month lows ahead of U.S. data,negative,-1
2007-03-30,april gold up $1.50 to close at $663/oz for the session,positive,1
2016-12-20,"gold resumes slide, settles 0.8% lower as dollar strengthens",negative,-1
2010-06-22,gold demand in india halved in may,negative,-1
2003-04-25,gold futures end the week with 2% gain,negative,-1
2012-03-28,kirkland lake gold to buy out venture partner,neutral,0
2018-01-11,"etfs : gold-backed etfs added 197.5t in 2017, growing assets by 8.4%",positive,1
2015-09-02,Gold prices down slightly in Asia with focus on U.S. jobs report,negative,-1
2003-02-10,gold stocks lose luster,negative,-1
2018-10-01,"charts : gold and silver - still weak, qrtly, mthly, wkly charts",negative,-1
2012-03-01,gold gains; silver rallies nearly 3%,positive,1
2016-12-05,Gold prices nudge up after Italy PM resigns,negative,-1
2018-05-02,"Gold falls to Rs 32,130; silver plunges by Rs 250/kg",negative,-1
2017-10-05,"Dec. gold loses $3.60, or 0.3%, to settle at $1,273.20/oz",negative,-1
2016-04-10,gold etfs see third straight outflow in fy16 at rs 903 crore,negative,-1
2018-05-11,Gold eases as dollar remains firm; eyes first weekly gain in four,positive,1
2011-03-30,"gold futures close up $7.40 at $1,424.90",positive,1
2005-01-06,gold logs 4-session loss of almost $17,negative,-1
2010-01-21,"feb. gold loses $9.4 to end at $1,103.2/oz",negative,-1
2018-05-14,gold 'radically undervalued' with price about to take off - expert,negative,-1
2017-08-01,Gold prices gain 0.5% for highest settlement in nearly eight weeks,positive,1
2011-10-24,MCX GOLD April contract firms up,positive,1
2005-11-07,"gold prices post modest climb, remain under $460",positive,1
2018-09-05,"Gold jumps to Rs 31,400; silver down by Rs 250 per kg",negative,-1
2005-07-29,"gold up on week, down on month",negative,-1
2015-06-19,"inflation, deflation and the big gold call",neutral,0
2016-04-19,"june gold at $16, or 1.3%, higher at $1,251/oz",positive,1
2016-09-29,Gold futures turn higher as losses for U.S. equities worsen,negative,-1
2011-06-28,"gold settles 0.3% higher at $1,500.20 an ounce",positive,1
2013-12-11,india can afford gold import of $30 billion a year: rangarajan,neutral,0
2011-12-22,gold buyers bank on credit cards,neutral,0
2016-11-28,"Gold prices jump $13.30, or 1.1%, to $1,191.60 an ounce",positive,1
2017-09-04,Gold hits near one-year peak as tensions rise over North Korea,positive,1
2006-01-26,spot gold quoted at $556.20 in asia trade,neutral,0
2014-02-27,"gold, silver turn higher as ukraine tension boosts safety demand",positive,1
2011-08-05,"heard on the street: gold, cummins shares",neutral,0
2018-11-16,Gold futures up Rs 44 on firm global leads,positive,1
2009-12-30,"crude, gold stable after chicago pmi",positive,1
2013-04-24,dubai gold and commodity exchange launches mini-rupee futures,neutral,0
2001-05-03,gold prices rise as palladium falls,positive,1
2014-10-16,Gold futures lose ground but remain supported on growth concerns,negative,-1
2018-11-15,Gold prices hold steady as dollar eases,positive,1
2011-01-20,"silver plunges on heavy sell-off, gold declines",negative,-1
2013-03-04,"Gold futures open firmer at Rs 29,770",positive,1
2008-03-10,april gold ends down $2.40 at $971.80 an ounce on nymex,negative,-1
2008-08-06,"rupee rises, gold slips to over 7-week low",negative,-1
2006-06-27,ibm to manage gold fields' south africa it systems,neutral,0
2018-10-19,"Commodity outlook: Gold, silver may trade sideways; base metals look weak",negative,-1
2018-12-10,sharps pixley: the state of the gold market and where it may be headed,neutral,0
2013-06-04,Gold falls in global market,negative,-1
2013-08-30,"gold futures end lower, gain for the month",negative,-1
2012-03-15,"gold rebounds 1% to settle at $1,659.50 an ounce",positive,1
2018-07-05,indians are falling out of love with gold and have a new-found fascination,neutral,0
2005-06-23,gold kist slumps after merrill lynch downgrade,negative,-1
2007-05-16,"gold falls, as dollar edges higher against rivals",negative,-1
2017-01-03,gold to trade in 27325-27723 range: achiievers equities,neutral,0
2018-09-03,Gold down as rising trade tensions unnerve investors,negative,-1
2017-07-17,Gold inches up as prospects for further US rate hikes weigh on dollar,positive,1
2016-12-22,"Gold settles down $2.50, or 0.2%, at $1,130.70 an ounce",negative,-1
2016-10-04,"why gold's plunge below $1,300 may be a buying opportunity",neutral,0
2016-10-03,Gold futures settle lower for fourth session out of five,negative,-1
2005-11-22,gobble up gains on gold,positive,1
2013-03-12,gold futures settle near two-week high,positive,1
2017-12-12,"gold hits 4-month low, slips rs 180 on overseas trend",negative,-1
2017-05-24,Gold prices inch up in electronic trading after release of Fed minutes,positive,1
2019-01-24,"Gold firm as growth concerns, US govt shutdown drag dollar",negative,-1
2013-06-03,govt to keep cad in control by lower gold imports,positive,1
2018-09-05,world gold council : slowdown in etf inflows drives 4% drop in gold demand,negative,-1
2014-07-03,"gold falls on robust u.s. jobs data, ecb language",negative,-1
2012-03-26,"hold stocks of gold loan companies: sonam udasi, idbi capital",neutral,0
2012-06-12,"august gold up $17, or 1.1%, to end at $1,613.80",positive,1
2011-10-18,"gold loses rs 200, silver sheds rs 1,000 on sluggish demand",negative,-1
2010-06-29,"oil, gold extend losses on consumer sentiment",negative,-1
2010-06-29,gold turns higher on flight-to-safety buying,positive,1
2008-04-22,june gold opens up $5.90 at $923.50 an ounce on nymex,positive,1
2014-05-05,comex gold settles at highest level in three weeks,positive,1
2015-06-16,buy mcx aug gold; target of rs 27133: way2wealth,neutral,0
2018-08-03,cme group gold volume shoots up by 16% y/y during july,positive,1
2016-07-28,"gold higher but pares gains slightly after data, up $14.80 at $1,341.50/oz",positive,1
2003-05-12,gold futures back above $350,positive,1
2011-08-15,"dec. gold rallies $13.60 to $1,756.20/oz in ny",positive,1
2016-10-29,"gold prices up by rs 160 to rs 30,750 on diwali demand",positive,1
2013-03-04,"gold turns slightly lower, taps $1,569.70 low",negative,-1
2007-08-29,dec. gold climbs $1.70 to $675.20/oz in afternoon trading,positive,1
2015-11-09,"Gold futures rise to Rs 25,865 on global cues",positive,1
2009-05-28,spot gold up 50 cents at $959.50/troy ounce,positive,1
2013-02-26,Strict measures needed to contain gold imports,neutral,0
2018-10-30,td securities : equity weakness needed to maintain gold rally,negative,-1
2016-08-23,"Dec. gold settles at $1,346.10/oz, up $2.70, or 0.2%",positive,1
2014-08-13,Gold turns higher after U.S. retail sales disappoint,positive,1
2014-06-03,gold ends higher after six session drop,positive,1
2006-04-05,gold futures inch higher in afternoon trading,positive,1
2004-10-01,dec gold falls 40c to $420/oz in ny,negative,-1
2006-05-02,"june gold taps $669.30/oz, highest futures price since '80",positive,1
2005-07-06,"metals indexes close higher, mirror gold's gains",positive,1
2016-05-12,Gold edges lower after best day since April as dollar steadies,negative,-1
2018-04-11,"precious - gold rises as risk aversion hurts equities, dollar",negative,-1
2012-10-26,"dec. gold down $1 at $1,712 after $1,719.90 high",negative,-1
2017-10-27,Gold prices end the week 0.7% lower,negative,-1
2013-04-16,"Base price of gold, silver for customs duty cut",neutral,0
2011-10-05,silver coins log biggest single day fall; gold dips rs 835,negative,-1
2016-09-02,Gold slips lower as markets focus on U.S. data,negative,-1
2017-02-21,"Profit-taking, weak global cues pull gold futures down to Rs 29,210",negative,-1
2010-03-30,gold futures open slightly lower on view of rates,negative,-1
2017-11-09,"Dec. gold settles at $1,287.50/oz, up $3.80, or 0.3%",positive,1
2017-12-11,russia-china real gold standard means end of us dollar dominance,neutral,0
2017-02-27,Gold holds near 3-1/2 month high; Trump's economic policy in focus,positive,1
2018-08-30,south africa : unions declare dispute over wage talks with gold firms,negative,-1
2007-03-26,"gold rises, supported by crude oil gains",positive,1
2012-07-06,gold extends loss to second day after jobs data,negative,-1
2006-04-10,gold marks highest close since 1980,neutral,0
2012-04-15,Jewellers bank on Akshaya Tritiya for higher gold sales,positive,1
2010-08-07,gold rebounds by rs 155 on firming global trend,positive,1
2006-07-17,gold futures close down $16.10 at $651.90 an ounce,negative,-1
2004-09-02,gold futures lower in last hour of trade,negative,-1
2013-10-18,mcx goldpetal november contract trades firm,neutral,0
2008-04-21,"gold ends slightly higher, as dollar falls",positive,1
2011-12-30,gold an ultimate asset bubble in bear market: george soros,neutral,0
2004-01-15,"spot gold bid at $413.30 an ounce, down $8.10 - kitco",negative,-1
2011-12-01,Gold futures rise on firm Asian cues,positive,1
2015-10-29,Gold tumbles to 2-week low with December Fed rate hike in sight,negative,-1
2004-02-13,gold prices trade at one-month high,neutral,0
2013-08-06,"gold falls below &#36;1,300 as strong economic data hurts",positive,1
2006-01-19,"feb gold last at $557.70/oz, up $13.20, or 2.4%",positive,1
2011-08-05,"gold settles 0.4% lower at $1,651.80",negative,-1
2013-02-28,budget 2013: gjf lauds fm for not increasing import duty on gold,positive,1
2017-03-09,"April gold off $2.20, or 0.2%, at $1,207.40/oz.",negative,-1
2013-05-03,"gold ends lower, copper jumps 7% on u.s. jobs data",negative,-1
2010-09-01,"gold settles 0.2% lower at $1,248.10 an ounce",negative,-1
2016-05-16,"Gold up for 2nd day on China data, weaker stock markets",positive,1
2017-08-04,Gold prices fall after jobs report,negative,-1
2003-09-09,"dec gold up $7.60, up 2%, at $383.80/oz",positive,1
